pokedex_number,name,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,generation,height_m,weight_kg,is_legendary,moves
49,Venomoth,bug,poison,70,65,60,90,75,90,1,1.5,12.5,0,Zen Headbutt;Twister;U-turn;Confusion;Bug Buzz;Take Down;Secret Power;Struggle Bug;Venoshock;Solar Beam;Ominous Wind;Sludge Bomb;Giga Drain;Mega Drain;Gust;Psybeam;Round;Silver Wind;Poison Fang;Signal Beam;Rage;Energy Ball;Leech Life;Facade;Hyper Beam;Thief;Double-Edge;Bug Bite;Psychic;Hidden Power;Infestation;Air Cutter;Snore;Giga Impact;Acrobatics
50,Diglett,ground,,10,55,30,35,45,90,1,,,0,Thief;Body Slam;Round;Double-Edge;Rage;Headbutt;Ancient Power;Mud-Slap;Dig;Rock Slide;Shadow Claw;Scratch;Take Down;Earthquake;Hidden Power;Pursuit;Fury Swipes;Bulldoze;Secret Power;Cut;Astonish;Mud Bomb;Slash;Earth Power;Rock Smash;Sucker Punch;Echoed Voice;Sludge Bomb;Facade;Snore;Uproar
51,Dugtrio,ground,,35,100,60,50,70,110,1,,,0,Thief;Body Slam;Iron Head;Round;Double-Edge;Rage;Stone Edge;Headbutt;Dig;Mud-Slap;Ancient Power;Rock Slide;Shadow Claw;Metal Claw;Scratch;Take Down;Earthquake;Hidden Power;Pursuit;Fury Swipes;Bulldoze;Secret Power;Night Slash;Cut;Astonish;Mud Bomb;Slash;Earth Power;Flash Cannon;Rock Smash;Sucker Punch;Echoed Voice;Sludge Wave;Tri Attack;Hyper Beam;Snore;Sludge Bomb;Facade;Uproar;Giga Impact
52,Meowth,normal,dark,40,35,35,50,40,90,1,,,0,Fake Out;Hyper Voice;Body Slam;Covet;Dig;Feint;U-turn;Thunderbolt;Take Down;Fury Swipes;Secret Power;Night Slash;Thunder;Skull Bash;Round;Assurance;Headbutt;Mud-Slap;Shadow Claw;Iron Tail;Scratch;Seed Bomb;Bite;Slash;Dark Pulse;Echoed Voice;Knock Off;Rage;Payback;Retaliate;Cut;Water Gun;Pay Day;Zap Cannon;Last Resort;Facade;Thief;Double-Edge;Foul Play;Water Pulse;Dream Eater;Icy Wind;Hidden Power;Bubble Beam;Shadow Ball;Snore;Uproar
53,Persian,normal,dark,65,60,60,75,65,115,1,,,0,Fake Out;Hyper Voice;Body Slam;Covet;Dig;Feint;U-turn;Thunderbolt;Take Down;Fury Swipes;Secret Power;Night Slash;Thunder;Power Gem;Skull Bash;Round;Assurance;Headbutt;Mud-Slap;Shadow Claw;Iron Tail;Scratch;Seed Bomb;Bite;Slash;Dark Pulse;Echoed Voice;Play Rough;Knock Off;Rage;Payback;Retaliate;Cut;Water Gun;Pay Day;Zap Cannon;Last Resort;Facade;Hyper Beam;Thief;Double-Edge;Foul Play;Water Pulse;Dream Eater;Icy Wind;Hidden Power;Bubble Beam;Shadow Ball;Snore;Uproar;Giga Impact
54,Psyduck,water,,50,52,48,65,50,55,1,0.8,19.6,0,Body Slam;Zen Headbutt;Focus Punch;Dig;Dynamic Punch;Confusion;Scald;Take Down;Fury Swipes;Secret Power;Power-Up Punch;Ice Punch;Rock Smash;Mega Kick;Psyshock;Psybeam;Skull Bash;Round;Brick Break;Headbutt;Mud-Slap;Shadow Claw;Iron Tail;Scratch;Brine;Cross Chop;Mud Bomb;Ice Beam;Signal Beam;Synchronoise;Rage;Waterfall;Water Gun;Surf;Pay Day;Submission;Facade;Aqua Tail;Strength;Double-Edge;Hydro Pump;Water Pulse;Mega Punch;Psychic;Icy Wind;Hidden Power;Bubble Beam;Snore;Dive
55,Golduck,water,,80,82,78,95,80,85,1,1.7,76.6,0,Body Slam;Zen Headbutt;Focus Punch;Dig;Dynamic Punch;Confusion;Scald;Take Down;Fury Swipes;Secret Power;Power-Up Punch;Ice Punch;Rock Smash;Mega Kick;Focus Blast;Psyshock;Psybeam;Skull Bash;Round;Brick Break;Headbutt;Mud-Slap;Shadow Claw;Iron Tail;Scratch;Brine;Aqua Jet;Cross Chop;Mud Bomb;Ice Beam;Signal Beam;Synchronoise;Rock Climb;Rage;Waterfall;Water Gun;Surf;Pay Day;Submission;Facade;Hyper Beam;Aqua Tail;Strength;Double-Edge;Hydro Pump;Water Pulse;Mega Punch;Psychic;Icy Wind;Hidden Power;Fury Cutter;Low Sweep;Bubble Beam;Snore;Giga Impact;Dive
56,Mankey,fighting,,40,80,35,35,45,70,1,0.5,28.0,0,Body Slam;Fire Punch;Covet;Focus Punch;Dig;Dynamic Punch;Overheat;U-turn;Thunderbolt;Take Down;Fury Swipes;Secret Power;Bulldoze;Night Slash;Outrage;Power-Up Punch;Ice Punch;Rock Smash;Mega Kick;Vacuum Wave;Focus Blast;Thunder;Skull Bash;Round;Assurance;Brick Break;Rock Slide;Headbutt;Mud-Slap;Poison Jab;Iron Tail;Scratch;Earthquake;Seed Bomb;Power Trip;Pursuit;Thunder Punch;Cross Chop;Smack Down;Dual Chop;Rock Climb;Karate Chop;Rage;Payback;Retaliate;Stomping Tantrum;Thrash;Pay Day;Submission;Facade;Strength;Thief;Revenge;Double-Edge;Mega Punch;Hidden Power;Smelling Salts;Low Sweep;Snore;Close Combat;Uproar;Acrobatics
57,Primeape,fighting,,65,105,60,60,70,95,1,1.0,32.0,0,Body Slam;Fire Punch;Covet;Focus Punch;Dig;Dynamic Punch;Overheat;U-turn;Thunderbolt;Take Down;Fury Swipes;Secret Power;Bulldoze;Night Slash;Outrage;Power-Up Punch;Ice Punch;Rock Smash;Mega Kick;Vacuum Wave;Focus Blast;Thunder;Skull Bash;Round;Assurance;Brick Break;Stone Edge;Rock Slide;Headbutt;Mud-Slap;Poison Jab;Iron Tail;Scratch;Earthquake;Seed Bomb;Power Trip;Pursuit;Thunder Punch;Cross Chop;Smack Down;Dual Chop;Rock Climb;Karate Chop;Rage;Payback;Retaliate;Stomping Tantrum;Thrash;Pay Day;Submission;Facade;Hyper Beam;Strength;Thief;Revenge;Double-Edge;Mega Punch;Hidden Power;Smelling Salts;Low Sweep;Snore;Close Combat;Uproar;Giga Impact;Acrobatics
58,Growlithe,fire,,55,70,45,70,50,60,1,0.7,19.0,0,Strength;Thief;Body Slam;Skull Bash;Round;Covet;Dragon Breath;Double-Edge;Fire Fang;Rage;Crunch;Headbutt;Mud-Slap;Dig;Retaliate;Incinerate;Flame Burst;Iron Tail;Ember;Overheat;Take Down;Heat Wave;Hidden Power;Secret Power;Flame Charge;Thrash;Outrage;Bite;Flare Blitz;Fire Blast;Flamethrower;Rock Smash;Flame Wheel;Wild Charge;Facade;Snore;Double Kick;Close Combat;Snarl;Burn Up
59,Arcanine,fire,,90,110,80,100,80,95,1,1.9,155.0,0,Body Slam;Covet;Thunder Fang;Dig;Flame Burst;Overheat;Take Down;Secret Power;Bulldoze;Outrage;Solar Beam;Rock Smash;Skull Bash;Iron Head;Round;Headbutt;Mud-Slap;Extreme Speed;Iron Tail;Flame Charge;Bite;Fire Blast;Flamethrower;Flame Wheel;Wild Charge;Rock Climb;Fire Fang;Rage;Crunch;Retaliate;Heat Wave;Thrash;Facade;Hyper Beam;Snarl;Dragon Pulse;Strength;Thief;Dragon Breath;Double-Edge;Incinerate;Ember;Hidden Power;Flare Blitz;Snore;Double Kick;Close Combat;Giga Impact;Burn Up
60,Poliwag,water,,40,50,40,40,40,90,1,0.6,12.4,0,Double Slap;Wake-Up Slap;Thief;Body Slam;Skull Bash;Round;Double-Edge;Hydro Pump;Rage;Waterfall;Headbutt;Dig;Water Pulse;Bubble;Scald;Take Down;Psychic;Icy Wind;Hidden Power;Secret Power;Water Gun;Surf;Mud Bomb;Ice Ball;Bubble Beam;Ice Beam;Mud Shot;Facade;Snore;Dive
61,Poliwhirl,water,,65,65,65,50,50,90,1,1.0,20.0,0,Body Slam;Focus Punch;Dig;Bubble;Scald;Take Down;Secret Power;Bulldoze;Power-Up Punch;Ice Punch;Rock Smash;Mega Kick;Double Slap;Skull Bash;Round;Brick Break;Headbutt;Mud-Slap;Earthquake;Mud Bomb;Ice Ball;Ice Beam;Mud Shot;Wake-Up Slap;Rage;Waterfall;Water Gun;Surf;Submission;Facade;Strength;Thief;Double-Edge;Hydro Pump;Water Pulse;Mega Punch;Psychic;Icy Wind;Hidden Power;Bubble Beam;Snore;Dive
62,Poliwrath,water,fighting,90,95,95,70,90,70,1,1.3,54.0,0,Body Slam;Focus Punch;Dig;Dynamic Punch;Bubble;Scald;Take Down;Secret Power;Bulldoze;Power-Up Punch;Ice Punch;Rock Smash;Mega Kick;Circle Throw;Vacuum Wave;Focus Blast;Double Slap;Skull Bash;Round;Brick Break;Headbutt;Rock Slide;Mud-Slap;Poison Jab;Earthquake;Mud Bomb;Ice Ball;Ice Beam;Mud Shot;Rock Climb;Wake-Up Slap;Rage;Waterfall;Payback;Water Gun;Surf;Submission;Facade;Hyper Beam;Strength;Thief;Double-Edge;Hydro Pump;Water Pulse;Mega Punch;Psychic;Icy Wind;Hidden Power;Low Sweep;Bubble Beam;Snore;Giga Impact;Dive
63,Abra,psychic,,25,20,15,105,55,90,1,0.9,19.5,0,Body Slam;Fire Punch;Zen Headbutt;Focus Punch;Dynamic Punch;Take Down;Secret Power;Ice Punch;Mega Kick;Psyshock;Skull Bash;Round;Headbutt;Dazzling Gleam;Iron Tail;Thunder Punch;Signal Beam;Knock Off;Rage;Energy Ball;Zap Cannon;Drain Punch;Submission;Facade;Thief;Double-Edge;Charge Beam;Foul Play;Mega Punch;Dream Eater;Psychic;Hidden Power;Shadow Ball;Tri Attack;Snore
64,Kadabra,psychic,,40,35,30,120,70,105,1,1.3,56.5,0,Body Slam;Fire Punch;Zen Headbutt;Focus Punch;Dig;Dynamic Punch;Confusion;Take Down;Secret Power;Ice Punch;Psycho Cut;Mega Kick;Psyshock;Psybeam;Skull Bash;Round;Headbutt;Dazzling Gleam;Iron Tail;Thunder Punch;Signal Beam;Knock Off;Rage;Energy Ball;Zap Cannon;Drain Punch;Submission;Facade;Thief;Double-Edge;Charge Beam;Foul Play;Mega Punch;Dream Eater;Psychic;Hidden Power;Shadow Ball;Tri Attack;Snore
65,Alakazam,psychic,,55,50,65,175,105,150,1,1.5,48.0,0,Body Slam;Fire Punch;Zen Headbutt;Focus Punch;Dig;Dynamic Punch;Confusion;Take Down;Secret Power;Ice Punch;Psycho Cut;Mega Kick;Focus Blast;Psyshock;Psybeam;Skull Bash;Round;Headbutt;Dazzling Gleam;Iron Tail;Thunder Punch;Signal Beam;Knock Off;Rage;Energy Ball;Zap Cannon;Drain Punch;Submission;Facade;Hyper Beam;Thief;Double-Edge;Charge Beam;Foul Play;Mega Punch;Dream Eater;Psychic;Hidden Power;Shadow Ball;Tri Attack;Snore;Giga Impact
66,Machop,fighting,,70,80,50,35,35,35,1,0.8,19.5,0,Body Slam;Fire Punch;Focus Punch;Dig;Dynamic Punch;Take Down;Superpower;Secret Power;Bulldoze;Power-Up Punch;Ice Punch;Rock Smash;Mega Kick;Vacuum Wave;Focus Blast;Skull Bash;Round;Brick Break;Headbutt;Rock Slide;Mud-Slap;Poison Jab;Earthquake;Thunder Punch;Cross Chop;Fire Blast;Flamethrower;Smack Down;Dual Chop;Rock Climb;Wake-Up Slap;Karate Chop;Knock Off;Rage;Payback;Retaliate;Submission;Facade;Strength;Thief;Revenge;Double-Edge;Incinerate;Mega Punch;Hidden Power;Smelling Salts;Rolling Kick;Low Sweep;Bullet Punch;Snore;Close Combat
67,Machoke,fighting,,80,100,70,50,60,45,1,1.5,70.5,0,Body Slam;Fire Punch;Focus Punch;Dig;Dynamic Punch;Take Down;Superpower;Secret Power;Bulldoze;Power-Up Punch;Ice Punch;Rock Smash;Mega Kick;Vacuum Wave;Focus Blast;Skull Bash;Round;Brick Break;Headbutt;Rock Slide;Mud-Slap;Poison Jab;Earthquake;Thunder Punch;Cross Chop;Fire Blast;Flamethrower;Smack Down;Dual Chop;Rock Climb;Wake-Up Slap;Karate Chop;Knock Off;Rage;Payback;Retaliate;Submission;Facade;Strength;Thief;Revenge;Double-Edge;Incinerate;Mega Punch;Hidden Power;Smelling Salts;Rolling Kick;Low Sweep;Bullet Punch;Snore;Close Combat
68,Machamp,fighting,,90,130,80,65,85,55,1,1.6,130.0,0,Body Slam;Fire Punch;Focus Punch;Dig;Dynamic Punch;Take Down;Superpower;Secret Power;Bulldoze;Power-Up Punch;Ice Punch;Rock Smash;Mega Kick;Vacuum Wave;Focus Blast;Skull Bash;Round;Brick Break;Stone Edge;Headbutt;Rock Slide;Mud-Slap;Poison Jab;Earthquake;Thunder Punch;Cross Chop;Fire Blast;Flamethrower;Smack Down;Dual Chop;Rock Climb;Wake-Up Slap;Karate Chop;Knock Off;Rage;Payback;Retaliate;Submission;Facade;Hyper Beam;Strength;Thief;Revenge;Double-Edge;Incinerate;Mega Punch;Hidden Power;Smelling Salts;Rolling Kick;Low Sweep;Bullet Punch;Snore;Close Combat;Giga Impact
69,Bellsprout,grass,poison,50,75,35,70,30,40,1,0.7,4.0,0,Acid;Cut;Thief;Round;Knock Off;Double-Edge;Rage;Slam;Energy Ball;Poison Jab;Weather Ball;Leech Life;Take Down;Seed Bomb;Hidden Power;Vine Whip;Secret Power;Infestation;Acid Spray;Venoshock;Solar Beam;Belch;Bullet Seed;Sucker Punch;Razor Leaf;Sludge Bomb;Giga Drain;Snore;Facade;Mega Drain;Power Whip
70,Weepinbell,grass,poison,65,90,50,85,45,55,1,1.0,6.4,0,Acid;Cut;Thief;Round;Knock Off;Double-Edge;Rage;Bug Bite;Slam;Energy Ball;Poison Jab;Weather Ball;Leech Life;Take Down;Seed Bomb;Hidden Power;Vine Whip;Secret Power;Infestation;Acid Spray;Venoshock;Solar Beam;Belch;Bullet Seed;Sucker Punch;Razor Leaf;Sludge Bomb;Giga Drain;Snore;Facade;Mega Drain;Power Whip
71,Victreebel,grass,poison,80,105,65,100,70,70,1,1.7,15.5,0,Body Slam;Weather Ball;Leaf Tornado;Take Down;Secret Power;Venoshock;Solar Beam;Belch;Sludge Bomb;Giga Drain;Mega Drain;Power Whip;Round;Slam;Poison Jab;Seed Bomb;Vine Whip;Razor Leaf;Acid;Knock Off;Rage;Energy Ball;Leech Life;Cut;Bullet Seed;Facade;Hyper Beam;Leaf Blade;Thief;Double-Edge;Bug Bite;Hidden Power;Infestation;Acid Spray;Leaf Storm;Sucker Punch;Snore;Giga Impact
72,Tentacool,water,poison,40,40,35,50,100,70,1,0.9,45.5,0,Bubble;Scald;Take Down;Secret Power;Venoshock;Muddy Water;Sludge Wave;Aurora Beam;Sludge Bomb;Giga Drain;Mega Drain;Skull Bash;Constrict;Round;Dazzling Gleam;Poison Jab;Brine;Hex;Ice Beam;Acid;Knock Off;Rage;Waterfall;Payback;Rapid Spin;Poison Sting;Cut;Water Gun;Surf;Facade;Thief;Double-Edge;Hydro Pump;Water Pulse;Icy Wind;Hidden Power;Infestation;Acid Spray;Bubble Beam;Snore;Dive
73,Tentacruel,water,poison,80,70,65,80,120,100,1,1.6,55.0,0,Bubble;Scald;Take Down;Secret Power;Venoshock;Muddy Water;Sludge Wave;Aurora Beam;Sludge Bomb;Giga Drain;Mega Drain;Skull Bash;Constrict;Round;Dazzling Gleam;Poison Jab;Brine;Hex;Ice Beam;Acid;Knock Off;Rage;Waterfall;Payback;Rapid Spin;Poison Sting;Cut;Water Gun;Surf;Facade;Hyper Beam;Thief;Double-Edge;Hydro Pump;Water Pulse;Icy Wind;Hidden Power;Infestation;Acid Spray;Bubble Beam;Snore;Giga Impact;Dive
74,Geodude,rock,ground,40,80,100,30,30,20,1,,,0,Self-Destruct;Body Slam;Fire Punch;Focus Punch;Dig;Dynamic Punch;Take Down;Superpower;Bulldoze;Secret Power;Power-Up Punch;Explosion;Rock Smash;Round;Stone Edge;Brick Break;Headbutt;Rock Slide;Mud-Slap;Earthquake;Thunder Punch;Fire Blast;Flamethrower;Smack Down;Rock Climb;Rage;Ancient Power;Submission;Facade;Rollout;Strength;Double-Edge;Incinerate;Mega Punch;Hidden Power;Hammer Arm;Earth Power;Sucker Punch;Snore
75,Graveler,rock,ground,55,95,115,45,45,35,1,,,0,Self-Destruct;Body Slam;Fire Punch;Focus Punch;Dig;Dynamic Punch;Thunderbolt;Take Down;Superpower;Bulldoze;Secret Power;Discharge;Power-Up Punch;Explosion;Rock Smash;Thunder;Round;Volt Switch;Stone Edge;Brick Break;Headbutt;Rock Slide;Mud-Slap;Earthquake;Thunder Punch;Fire Blast;Flamethrower;Smack Down;Rock Climb;Rage;Ancient Power;Submission;Spark;Facade;Rollout;Strength;Double-Edge;Incinerate;Charge Beam;Mega Punch;Hidden Power;Brutal Swing;Hammer Arm;Earth Power;Sucker Punch;Snore
76,Golem,rock,ground,80,120,130,55,65,45,1,,,0,Self-Destruct;Body Slam;Fire Punch;Focus Punch;Dig;Dynamic Punch;Thunderbolt;Take Down;Superpower;Bulldoze;Secret Power;Discharge;Power-Up Punch;Explosion;Rock Smash;Mega Kick;Focus Blast;Thunder;Round;Iron Head;Volt Switch;Stone Edge;Brick Break;Headbutt;Rock Slide;Mud-Slap;Earthquake;Thunder Punch;Fire Blast;Flamethrower;Smack Down;Rock Climb;Rage;Ancient Power;Submission;Spark;Facade;Hyper Beam;Rollout;Strength;Double-Edge;Incinerate;Charge Beam;Mega Punch;Hidden Power;Brutal Swing;Fury Cutter;Hammer Arm;Steamroller;Earth Power;Sucker Punch;Snore;Giga Impact
77,Ponyta,fire,,50,85,55,65,65,90,1,1.0,30.0,0,Strength;Bounce;Body Slam;Skull Bash;Round;Double-Edge;Quick Attack;Rage;Headbutt;Incinerate;High Horsepower;Iron Tail;Ember;Overheat;Take Down;Heat Wave;Hidden Power;Secret Power;Flame Charge;Thrash;Solar Beam;Flare Blitz;Fire Blast;Flamethrower;Echoed Voice;Flame Wheel;Wild Charge;Inferno;Facade;Snore;Double Kick;Stomp
78,Rapidash,fire,,65,100,70,80,80,105,1,1.7,95.0,0,Strength;Bounce;Body Slam;Skull Bash;Round;Double-Edge;Quick Attack;Rage;Headbutt;Incinerate;Poison Jab;High Horsepower;Iron Tail;Ember;Overheat;Take Down;Heat Wave;Fury Attack;Hidden Power;Flame Charge;Secret Power;Thrash;Solar Beam;Flare Blitz;Drill Run;Fire Blast;Flamethrower;Echoed Voice;Flame Wheel;Megahorn;Wild Charge;Inferno;Facade;Snore;Hyper Beam;Double Kick;Stomp;Giga Impact
79,Slowpoke,water,psychic,90,65,65,40,40,15,1,1.2,36.0,0,Body Slam;Zen Headbutt;Dig;Confusion;Scald;Take Down;Secret Power;Bulldoze;Belch;Psyshock;Skull Bash;Round;Headbutt;Mud-Slap;Iron Tail;Brine;Earthquake;Ice Beam;Signal Beam;Fire Blast;Flamethrower;Echoed Voice;Rage;Water Gun;Surf;Pay Day;Zap Cannon;Facade;Aqua Tail;Stomp;Strength;Double-Edge;Incinerate;Water Pulse;Dream Eater;Psychic;Icy Wind;Hidden Power;Bubble Beam;Shadow Ball;Tri Attack;Snore;Dive
80,Slowbro,water,psychic,95,75,180,130,80,30,1,1.6,78.5,0,Body Slam;Zen Headbutt;Focus Punch;Dig;Dynamic Punch;Confusion;Scald;Take Down;Secret Power;Bulldoze;Belch;Ice Punch;Rock Smash;Mega Kick;Focus Blast;Psyshock;Skull Bash;Round;Avalanche;Brick Break;Headbutt;Mud-Slap;Iron Tail;Brine;Earthquake;Ice Beam;Signal Beam;Fire Blast;Flamethrower;Echoed Voice;Rage;Water Gun;Surf;Pay Day;Zap Cannon;Drain Punch;Submission;Facade;Hyper Beam;Aqua Tail;Stomp;Strength;Double-Edge;Incinerate;Foul Play;Water Pulse;Mega Punch;Dream Eater;Psychic;Icy Wind;Hidden Power;Fury Cutter;Bubble Beam;Shadow Ball;Tri Attack;Snore;Giga Impact;Dive
81,Magnemite,electric,steel,25,35,70,95,55,45,1,0.3,6.0,0,Thunder;Thunder Shock;Round;Volt Switch;Double-Edge;Rage;Charge Beam;Thunderbolt;Take Down;Hidden Power;Secret Power;Mirror Shot;Discharge;Zap Cannon;Explosion;Signal Beam;Flash Cannon;Electroweb;Wild Charge;Spark;Facade;Snore;Rollout
82,Magneton,electric,steel,50,60,95,120,70,70,1,1.0,60.0,0,Thunder;Thunder Shock;Round;Volt Switch;Double-Edge;Rage;Charge Beam;Thunderbolt;Take Down;Hidden Power;Secret Power;Mirror Shot;Discharge;Zap Cannon;Explosion;Signal Beam;Flash Cannon;Electroweb;Wild Charge;Spark;Tri Attack;Hyper Beam;Snore;Rollout;Facade;Giga Impact
83,Farfetch'd,normal,flying,52,90,55,58,62,60,1,0.8,15.0,0,Body Slam;Covet;Twister;Feint;U-turn;Fly;Take Down;Secret Power;Night Slash;Ominous Wind;Gust;Skull Bash;Round;Headbutt;Steel Wing;Mud-Slap;Poison Jab;Iron Tail;False Swipe;Slash;Air Slash;First Impression;Pluck;Peck;Knock Off;Rage;Retaliate;Heat Wave;Fury Attack;Cut;Last Resort;Sky Attack;Facade;Leaf Blade;Thief;Revenge;Double-Edge;Quick Attack;Hidden Power;Brave Bird;Brutal Swing;Fury Cutter;Air Cutter;Snore;Uproar;Acrobatics
84,Doduo,normal,flying,35,85,45,35,35,75,1,1.4,39.2,0,Peck;Thief;Body Slam;Skull Bash;Round;Assurance;Knock Off;Double-Edge;Quick Attack;Rage;Steel Wing;Mud-Slap;Fly;Take Down;Fury Attack;Pursuit;Brave Bird;Hidden Power;Secret Power;Thrash;Air Cutter;Double Hit;Echoed Voice;Drill Peck;Jump Kick;Sky Attack;Tri Attack;Facade;Snore;Uproar;Pluck
85,Dodrio,normal,flying,60,110,70,60,60,110,1,1.8,85.2,0,Peck;Thief;Body Slam;Skull Bash;Assurance;Knock Off;Double-Edge;Quick Attack;Rage;Steel Wing;Mud-Slap;Payback;Fly;Take Down;Fury Attack;Pursuit;Brave Bird;Hidden Power;Secret Power;Thrash;Air Cutter;Round;Double Hit;Echoed Voice;Drill Peck;Jump Kick;Sky Attack;Tri Attack;Hyper Beam;Snore;Facade;Uproar;Pluck;Giga Impact
86,Seel,water,,65,45,55,45,70,45,1,1.1,90.0,0,Peck;Strength;Fake Out;Thief;Body Slam;Skull Bash;Round;Double-Edge;Rage;Headbutt;Waterfall;Slam;Brine;Iron Tail;Water Pulse;Take Down;Icy Wind;Hidden Power;Lick;Secret Power;Ice Shard;Aqua Jet;Water Gun;Surf;Pay Day;Drill Run;Belch;Ice Beam;Signal Beam;Bubble Beam;Echoed Voice;Aurora Beam;Facade;Snore;Aqua Tail;Icicle Spear;Dive
87,Dewgong,water,ice,90,70,80,70,95,70,1,1.7,120.0,0,Fake Out;Body Slam;Take Down;Secret Power;Ice Shard;Belch;Aurora Beam;Skull Bash;Round;Avalanche;Headbutt;Slam;Brine;Iron Tail;Aqua Jet;Drill Run;Signal Beam;Ice Beam;Echoed Voice;Frost Breath;Peck;Rage;Waterfall;Lick;Water Gun;Surf;Pay Day;Facade;Hyper Beam;Aqua Tail;Icicle Spear;Strength;Thief;Double-Edge;Water Pulse;Icy Wind;Hidden Power;Bubble Beam;Snore;Giga Impact;Dive
88,Grimer,poison,,80,80,50,40,50,25,1,,,0,Shadow Sneak;Self-Destruct;Body Slam;Fire Punch;Dig;Dynamic Punch;Thunderbolt;Secret Power;Venoshock;Power-Up Punch;Explosion;Belch;Ice Punch;Sludge Wave;Sludge Bomb;Giga Drain;Mega Drain;Thunder;Round;Rock Slide;Mud-Slap;Poison Jab;Thunder Punch;Mud Bomb;Sludge;Fire Blast;Flamethrower;Rage;Payback;Lick;Zap Cannon;Facade;Strength;Thief;Incinerate;Pound;Hidden Power;Infestation;Acid Spray;Shadow Ball;Snore
89,Muk,poison,,105,105,75,65,100,50,1,,,0,Shadow Sneak;Self-Destruct;Body Slam;Fire Punch;Focus Punch;Dig;Dynamic Punch;Thunderbolt;Secret Power;Venoshock;Power-Up Punch;Explosion;Belch;Ice Punch;Rock Smash;Sludge Wave;Sludge Bomb;Giga Drain;Mega Drain;Focus Blast;Thunder;Round;Brick Break;Stone Edge;Rock Slide;Mud-Slap;Poison Jab;Poison Fang;Thunder Punch;Mud Bomb;Bite;Sludge;Fire Blast;Flamethrower;Dark Pulse;Knock Off;Rage;Crunch;Payback;Lick;Zap Cannon;Facade;Hyper Beam;Snarl;Strength;Thief;Incinerate;Pound;Hidden Power;Brutal Swing;Infestation;Acid Spray;Shadow Ball;Snore;Giga Impact
90,Shellder,water,,30,65,100,45,25,40,1,0.3,4.0,0,Self-Destruct;Round;Double-Edge;Avalanche;Razor Shell;Hydro Pump;Rage;Payback;Rapid Spin;Brine;Water Pulse;Take Down;Icy Wind;Hidden Power;Secret Power;Ice Shard;Water Gun;Surf;Explosion;Ice Beam;Bubble Beam;Mud Shot;Aurora Beam;Facade;Tri Attack;Snore;Twineedle;Icicle Spear;Dive
91,Cloyster,water,ice,50,95,180,85,45,70,1,1.5,132.5,0,Self-Destruct;Spike Cannon;Round;Double-Edge;Avalanche;Razor Shell;Hydro Pump;Rage;Payback;Rapid Spin;Brine;Poison Jab;Water Pulse;Take Down;Icy Wind;Hidden Power;Secret Power;Ice Shard;Water Gun;Surf;Explosion;Ice Beam;Bubble Beam;Signal Beam;Mud Shot;Aurora Beam;Facade;Hyper Beam;Snore;Tri Attack;Frost Breath;Twineedle;Icicle Crash;Icicle Spear;Giga Impact;Dive
92,Gastly,ghost,poison,30,35,30,100,35,80,1,1.3,0.1,0,Self-Destruct;Fire Punch;Thunderbolt;Secret Power;Venoshock;Explosion;Ice Punch;Ominous Wind;Smog;Sludge Bomb;Giga Drain;Mega Drain;Thunder;Round;Dazzling Gleam;Thunder Punch;Hex;Dark Pulse;Knock Off;Rage;Payback;Energy Ball;Lick;Astonish;Zap Cannon;Facade;Thief;Foul Play;Dream Eater;Psychic;Icy Wind;Hidden Power;Infestation;Sucker Punch;Shadow Ball;Snore;Uproar
93,Haunter,ghost,poison,45,50,45,115,55,95,1,1.6,0.1,0,Self-Destruct;Fire Punch;Thunderbolt;Secret Power;Venoshock;Explosion;Ice Punch;Ominous Wind;Smog;Sludge Bomb;Giga Drain;Mega Drain;Thunder;Round;Shadow Claw;Dazzling Gleam;Poison Jab;Thunder Punch;Hex;Dark Pulse;Knock Off;Rage;Payback;Energy Ball;Lick;Astonish;Zap Cannon;Facade;Thief;Foul Play;Dream Eater;Psychic;Icy Wind;Hidden Power;Infestation;Sucker Punch;Shadow Ball;Snore;Uproar
94,Gengar,ghost,poison,60,65,80,170,95,130,1,1.5,40.5,0,Self-Destruct;Body Slam;Fire Punch;Focus Punch;Dynamic Punch;Thunderbolt;Take Down;Secret Power;Venoshock;Power-Up Punch;Explosion;Ice Punch;Ominous Wind;Rock Smash;Mega Kick;Smog;Sludge Bomb;Giga Drain;Mega Drain;Focus Blast;Thunder;Skull Bash;Round;Brick Break;Headbutt;Shadow Claw;Dazzling Gleam;Poison Jab;Thunder Punch;Hex;Dark Pulse;Knock Off;Rage;Payback;Energy Ball;Lick;Astonish;Zap Cannon;Drain Punch;Submission;Facade;Hyper Beam;Strength;Thief;Double-Edge;Foul Play;Mega Punch;Dream Eater;Psychic;Icy Wind;Hidden Power;Infestation;Sucker Punch;Shadow Ball;Snore;Uproar;Giga Impact
95,Onix,rock,ground,35,45,160,30,45,70,1,8.8,210.0,0,Self-Destruct;Body Slam;Twister;Dig;Take Down;Secret Power;Bulldoze;Explosion;Rock Smash;Skull Bash;Iron Head;Round;Stone Edge;Headbutt;Rock Slide;Mud-Slap;Slam;Iron Tail;Earthquake;Flash Cannon;Smack Down;Rock Climb;Rage;Ancient Power;Payback;Facade;Rollout;Dragon Pulse;Strength;Dragon Breath;Double-Edge;Hidden Power;Brutal Swing;Earth Power;Dragon Tail;Snore
